day,action,lockdown_level,S,E,I,R,D,Active,Total_Ever_Infected,new_infections,new_deaths,new_recoveries,A,U,rho_A,AS,US,AI,R_eff,beta_avg,base_economy,adjusted_economy,workforce_available,transmission_multiplier,cumulative_deaths,cumulative_infections
156,1,1,719,3,11,263,4,11,281,1,0,2,643,353,0.643,482,237,5,0.1915368,0.019028094575799723,0.65,0.64025,985,0.65,4,416
157,1,1,720,3,12,261,4,12,280,1,0,0,645,351,0.645,478,242,8,0.19248320000000002,0.019095555555555557,0.65,0.6396000000000001,984,0.65,4,417
158,1,1,721,5,10,260,4,10,279,2,0,2,611,385,0.611,451,270,7,0.1967784,0.019494590846047155,0.65,0.6409,986,0.65,4,419
159,1,1,723,3,12,258,4,12,277,1,0,1,615,381,0.615,452,271,10,0.19736080000000003,0.019498201936376212,0.65,0.6396000000000001,984,0.65,4,420
160,1,1,723,4,11,258,4,11,277,1,0,1,621,375,0.621,458,265,5,0.1964872,0.0194118948824343,0.65,0.64025,985,0.65,4,421
161,1,1,727,2,13,254,4,13,273,1,0,1,610,386,0.61,462,265,10,0.19736079999999998,0.019390921595598347,0.65,0.63895,983,0.65,4,422
162,1,1,726,2,12,256,4,12,274,1,0,2,608,388,0.608,441,285,9,0.2000544,0.019682644628099173,0.65,0.6396000000000001,984,0.65,4,423
163,1,1,730,1,13,252,4,13,270,0,0,0,616,380,0.616,458,272,9,0.19903520000000002,0.01947506849315069,0.65,0.63895,983,0.65,4,423
164,1,1,731,1,12,252,4,12,269,0,0,1,615,381,0.615,461,270,8,0.19896240000000004,0.019441313269493846,0.65,0.6396000000000001,984,0.65,4,423
165,1,1,733,0,12,251,4,12,267,0,0,1,641,355,0.641,477,256,10,0.19736080000000003,0.019232196452933153,0.65,0.6396000000000001,984,0.65,4,423
166,1,1,734,0,12,250,4,12,266,0,0,0,630,366,0.63,473,261,11,0.19830720000000002,0.01929809264305177,0.65,0.6396000000000001,984,0.65,4,423
167,1,1,733,1,11,251,4,11,267,1,0,1,637,359,0.637,473,260,11,0.1979432,0.019288949522510233,0.65,0.64025,985,0.65,4,424
168,1,1,734,2,9,251,4,9,266,1,0,2,653,343,0.653,474,260,8,0.19816160000000002,0.019283923705722072,0.65,0.6415500000000001,987,0.65,4,425
169,1,1,734,2,6,254,4,6,266,0,0,3,626,370,0.626,462,272,2,0.19990880000000003,0.019453950953678474,0.65,0.6435,990,0.65,4,425
170,1,1,736,2,6,252,4,6,264,0,0,0,612,384,0.612,450,286,1,0.20238399999999998,0.019641304347826086,0.65,0.6435,990,0.65,4,425
171,1,1,737,3,6,250,4,6,263,1,0,0,629,367,0.629,472,265,1,0.1995448,0.019339484396200812,0.65,0.6435,990,0.65,4,426
172,1,1,738,1,7,250,4,7,262,0,0,1,617,379,0.617,462,276,3,0.2013648,0.019489430894308945,0.65,0.64285,989,0.65,4,426
173,1,1,738,1,7,250,4,7,262,0,0,0,622,374,0.622,465,273,3,0.200928,0.019447154471544714,0.65,0.64285,989,0.65,4,426
174,1,1,740,4,6,246,4,6,260,3,0,1,607,389,0.607,453,287,3,0.20340320000000003,0.019633513513513515,0.65,0.6435,990,0.65,4,429
175,1,1,742,2,7,245,4,7,258,0,0,1,642,354,0.642,472,270,6,0.2013648,0.01938436657681941,0.65,0.64285,989,0.65,4,429
176,1,1,743,2,7,244,4,7,257,2,0,2,605,391,0.605,442,301,6,0.20609680000000002,0.019813189771197847,0.65,0.64285,989,0.65,4,431
177,1,1,746,1,8,241,4,8,254,0,0,0,602,394,0.602,437,309,7,0.2079168,0.019907774798927615,0.65,0.6422,988,0.65,4,431
178,1,1,745,3,8,240,4,8,255,2,0,0,606,390,0.606,450,295,7,0.20566,0.019718120805369128,0.65,0.6422,988,0.65,4,433
179,1,1,748,3,7,238,4,7,252,0,0,1,603,393,0.603,453,295,6,0.2063152,0.019701604278074866,0.65,0.64285,989,0.65,4,433
180,1,1,748,4,7,237,4,7,252,1,0,0,639,357,0.639,479,269,5,0.2025296,0.019340106951871657,0.65,0.64285,989,0.65,4,434
181,1,1,750,2,9,235,4,9,250,0,0,0,649,347,0.649,492,258,7,0.20136479999999998,0.0191776,0.65,0.6415500000000001,987,0.65,4,434
182,1,1,750,2,10,234,4,10,250,1,0,0,654,342,0.654,503,247,6,0.19976320000000003,0.01902506666666667,0.65,0.6409,986,0.65,4,435
183,1,1,751,1,11,233,4,11,249,0,0,0,674,322,0.674,516,235,8,0.19823440000000003,0.018854327563249004,0.65,0.64025,985,0.65,4,435
184,1,1,751,1,11,233,4,11,249,0,0,0,687,309,0.687,515,236,9,0.19838000000000003,0.018868175765645808,0.65,0.64025,985,0.65,4,435
185,1,1,753,1,9,233,4,9,247,0,0,2,670,326,0.67,512,241,7,0.19954480000000002,0.01892855245683931,0.65,0.6415500000000001,987,0.65,4,435
186,1,1,752,2,10,232,4,10,248,2,0,0,684,312,0.684,511,241,8,0.19932640000000004,0.018932978723404256,0.65,0.6409,986,0.65,4,437
187,1,1,752,3,10,231,4,10,248,2,0,1,656,340,0.656,505,247,8,0.20020000000000002,0.01901595744680851,0.65,0.6409,986,0.65,4,439
188,1,1,751,5,10,230,4,10,249,2,0,0,619,377,0.619,488,263,9,0.20231120000000002,0.019242077230359523,0.65,0.6409,986,0.65,4,441
189,1,1,752,4,9,231,4,9,248,0,0,2,607,389,0.607,466,286,7,0.20587840000000002,0.01955531914893617,0.65,0.6415500000000001,987,0.65,4,441
190,1,1,753,3,9,231,4,9,247,0,0,1,641,355,0.641,499,254,7,0.20143760000000002,0.019108100929614874,0.65,0.6415500000000001,987,0.65,4,441
191,1,1,754,2,8,232,4,8,246,0,0,2,629,367,0.629,478,276,8,0.20485920000000005,0.019406896551724142,0.65,0.6422,988,0.65,4,441
192,1,1,754,0,9,233,4,9,246,0,0,1,624,372,0.624,474,280,4,0.20544160000000006,0.019462068965517245,0.65,0.6415500000000001,987,0.65,4,441
193,1,1,759,0,9,228,4,9,241,0,0,0,643,353,0.643,490,269,5,0.204932,0.019285902503293807,0.65,0.6415500000000001,987,0.65,4,441
194,1,1,759,1,9,227,4,9,241,1,0,0,626,370,0.626,484,275,7,0.2058056,0.019368115942028984,0.65,0.6415500000000001,987,0.65,4,442
195,1,1,762,1,9,224,4,9,238,0,0,0,601,395,0.601,470,292,5,0.20893599999999998,0.01958530183727034,0.65,0.6415500000000001,987,0.65,4,442
196,1,1,763,0,9,224,4,9,237,0,0,1,591,405,0.591,467,296,5,0.20973680000000003,0.0196346002621232,0.65,0.6415500000000001,987,0.65,4,442
197,1,1,763,0,9,224,4,9,237,0,0,0,584,412,0.584,448,315,4,0.2125032,0.019893577981651374,0.65,0.6415500000000001,987,0.65,4,442
198,1,1,764,0,8,224,4,8,236,0,0,1,608,388,0.608,463,301,3,0.21068320000000001,0.019697382198952878,0.65,0.6422,988,0.65,4,442
199,1,1,764,1,8,223,4,8,236,1,0,0,635,361,0.635,486,278,1,0.20733440000000003,0.01938429319371728,0.65,0.6422,988,0.65,4,443
200,1,1,765,1,7,223,4,7,235,0,0,1,625,371,0.625,495,270,3,0.20638800000000004,0.01927058823529412,0.65,0.64285,989,0.65,4,443
201,1,1,770,0,8,218,4,8,230,0,0,0,621,375,0.621,498,272,5,0.20777120000000004,0.019273766233766237,0.65,0.6422,988,0.65,4,443
202,1,1,770,0,6,220,4,6,230,0,0,2,618,378,0.618,476,294,2,0.21097440000000003,0.019570909090909094,0.65,0.6435,990,0.65,4,443
203,1,1,770,0,5,221,4,5,230,0,0,1,638,358,0.638,500,270,2,0.20748000000000003,0.019246753246753248,0.65,0.64415,991,0.65,4,443
204,1,1,771,1,4,220,4,4,229,1,0,1,627,369,0.627,486,285,3,0.20988240000000002,0.019444357976653698,0.65,0.6448,992,0.65,4,444
205,1,1,773,1,4,218,4,4,227,0,0,0,633,363,0.633,494,279,1,0.20944559999999998,0.019353686934023284,0.65,0.6448,992,0.65,4,444
206,1,1,774,1,4,217,4,4,226,1,0,1,604,392,0.604,468,306,2,0.21359520000000004,0.019711627906976746,0.65,0.6448,992,0.65,4,445
207,1,1,778,1,3,214,4,3,222,0,0,1,612,384,0.612,482,296,2,0.2130128,0.019556812339331618,0.65,0.6454500000000001,993,0.65,4,445
208,1,1,778,1,3,214,4,3,222,0,0,0,594,402,0.594,464,314,3,0.2156336,0.019797429305912596,0.65,0.6454500000000001,993,0.65,4,445
209,1,1,779,1,3,213,4,3,221,1,0,1,603,393,0.603,474,305,3,0.21454160000000003,0.019671887034659823,0.65,0.6454500000000001,993,0.65,4,446
210,1,1,780,1,3,212,4,3,220,0,0,0,610,386,0.61,482,298,2,0.2137408,0.01957333333333333,0.65,0.6454500000000001,993,0.65,4,446
211,1,1,781,1,3,211,4,3,219,0,0,0,614,382,0.614,490,291,1,0.21294000000000002,0.019475032010243278,0.65,0.6454500000000001,993,0.65,4,446
212,1,1,781,0,4,211,4,4,219,0,0,0,618,378,0.618,484,297,1,0.21381360000000005,0.01955492957746479,0.65,0.6448,992,0.65,4,446
213,1,1,784,0,3,209,4,3,216,0,0,1,646,350,0.646,515,269,1,0.210392,0.019168367346938775,0.65,0.6454500000000001,993,0.65,4,446
214,1,1,785,0,3,208,4,3,215,0,0,0,618,378,0.618,500,285,2,0.21294000000000005,0.01937579617834395,0.65,0.6454500000000001,993,0.65,4,446
215,1,1,788,0,3,205,4,3,212,0,0,0,599,397,0.599,487,301,2,0.21592480000000003,0.01957258883248731,0.65,0.6454500000000001,993,0.65,4,446
216,1,1,790,0,2,204,4,2,210,0,0,1,619,377,0.619,498,292,0,0.21505120000000005,0.019444050632911394,0.65,0.6461,994,0.65,4,446
217,1,1,790,0,2,204,4,2,210,0,0,0,581,415,0.581,458,332,1,0.22087520000000008,0.019970632911392408,0.65,0.6461,994,0.65,4,446
218,1,1,791,0,2,203,4,2,209,0,0,0,658,338,0.658,526,265,1,0.2113384,0.01908419721871049,0.65,0.6461,994,0.65,4,446
219,1,1,790,1,2,203,4,2,210,1,0,0,660,336,0.66,532,258,1,0.21010080000000003,0.018996455696202532,0.65,0.6461,994,0.65,4,447
220,1,1,791,2,2,201,4,2,209,1,0,0,636,360,0.636,511,280,2,0.21352240000000003,0.01928141592920354,0.65,0.6461,994,0.65,4,448
221,1,1,794,2,2,198,4,2,206,0,0,0,656,340,0.656,520,274,1,0.213304,0.019188916876574307,0.65,0.6461,994,0.65,4,448
222,1,1,795,2,1,198,4,1,205,0,0,1,630,366,0.63,500,295,1,0.21658000000000005,0.01945911949685535,0.65,0.64675,995,0.65,4,448
223,1,1,798,2,0,196,4,0,202,0,0,1,637,359,0.637,515,283,0,0.21548800000000004,0.019288220551378448,0.65,0.6474,996,0.65,4,448
224,1,1,800,1,1,194,4,1,200,0,0,0,602,394,0.602,487,313,1,0.22029280000000004,0.019669000000000002,0.65,0.64675,995,0.65,4,448
225,1,1,802,1,2,191,4,2,198,1,0,0,595,401,0.595,478,324,2,0.22233120000000006,0.019801496259351625,0.65,0.6461,994,0.65,4,449
226,1,1,802,2,2,190,4,2,198,1,0,0,610,386,0.61,492,310,1,0.22029280000000004,0.01961995012468828,0.65,0.6461,994,0.65,4,450
227,1,1,805,2,2,187,4,2,195,0,0,0,610,386,0.61,489,316,2,0.22182160000000004,0.01968248447204969,0.65,0.6461,994,0.65,4,450
228,1,1,807,1,3,185,4,3,193,0,0,0,640,356,0.64,508,299,2,0.21978320000000004,0.019453283767038417,0.65,0.6454500000000001,993,0.65,4,450
229,1,1,807,0,4,185,4,4,193,0,0,0,617,379,0.617,493,314,3,0.22196720000000003,0.01964659231722429,0.65,0.6448,992,0.65,4,450
230,1,1,809,0,4,183,4,4,191,0,0,0,610,386,0.61,494,315,3,0.22254960000000004,0.019649443757725586,0.65,0.6448,992,0.65,4,450
231,1,1,810,1,4,181,4,4,190,1,0,0,622,374,0.622,509,301,3,0.22072960000000005,0.019464691358024692,0.65,0.6448,992,0.65,4,451
232,1,1,810,1,4,181,4,4,190,0,0,0,631,365,0.631,522,288,2,0.21883680000000003,0.01929777777777778,0.65,0.6448,992,0.65,4,451
233,1,1,811,0,5,180,4,5,189,0,0,0,607,389,0.607,499,312,3,0.22254960000000004,0.01960098643649815,0.65,0.64415,991,0.65,4,451
234,1,1,811,1,5,179,4,5,189,1,0,0,631,365,0.631,527,284,3,0.21847280000000002,0.019241923551171394,0.65,0.64415,991,0.65,4,452
235,1,1,811,1,5,179,4,5,189,0,0,0,636,360,0.636,518,293,2,0.21978320000000004,0.019357336621454994,0.65,0.64415,991,0.65,4,452
236,1,1,811,1,5,179,4,5,189,0,0,0,651,345,0.651,540,271,2,0.21658000000000005,0.019075215782983972,0.65,0.64415,991,0.65,4,452
237,1,1,813,2,3,178,4,3,187,1,0,2,647,349,0.647,525,288,3,0.21949199999999996,0.019284132841328412,0.65,0.6454500000000001,993,0.65,4,453
238,1,1,815,2,3,176,4,3,185,0,0,0,666,330,0.666,545,270,3,0.217308,0.019045398773006136,0.65,0.6454500000000001,993,0.65,4,453
239,1,1,816,0,4,176,4,4,184,0,0,1,651,345,0.651,532,284,4,0.21956479999999998,0.019219607843137254,0.65,0.6448,992,0.65,4,453
240,1,1,815,1,4,176,4,4,185,1,0,0,638,358,0.638,524,291,4,0.22036560000000002,0.019313374233128837,0.65,0.6448,992,0.65,4,454
241,1,1,816,1,3,176,4,3,184,0,0,1,639,357,0.639,534,282,2,0.21927359999999996,0.01919411764705882,0.65,0.6454500000000001,993,0.65,4,454
242,1,1,818,1,3,174,4,3,182,0,0,0,652,344,0.652,536,282,2,0.2197104,0.019185330073349632,0.65,0.6454500000000001,993,0.65,4,454
243,1,1,818,2,3,173,4,3,182,1,0,0,652,344,0.652,537,281,2,0.21956480000000003,0.019172616136919316,0.65,0.6454500000000001,993,0.65,4,455
244,1,1,819,2,3,172,4,3,181,0,0,0,635,361,0.635,529,290,1,0.22109359999999997,0.019282539682539682,0.65,0.6454500000000001,993,0.65,4,455
245,1,1,821,2,4,169,4,4,179,1,0,0,620,376,0.62,517,304,2,0.2235688,0.019450913520097445,0.65,0.6448,992,0.65,4,456
246,1,1,822,2,4,168,4,4,178,0,0,0,646,350,0.646,534,288,2,0.2214576,0.019243795620437956,0.65,0.6448,992,0.65,4,456
247,1,1,822,2,4,168,4,4,178,0,0,0,670,326,0.67,557,265,2,0.21810880000000002,0.01895279805352798,0.65,0.6448,992,0.65,4,456
248,1,1,824,1,4,167,4,4,176,0,0,1,668,328,0.668,560,264,2,0.2184,0.018932038834951457,0.65,0.6448,992,0.65,4,456
249,1,1,826,0,5,165,4,5,174,0,0,0,656,340,0.656,544,282,4,0.2214576,0.019150605326876513,0.65,0.64415,991,0.65,4,456
250,1,1,827,0,5,164,4,5,173,0,0,0,656,340,0.656,546,281,3,0.22153040000000002,0.019133736396614268,0.65,0.64415,991,0.65,4,456
251,1,1,827,0,5,164,4,5,173,0,0,0,652,344,0.652,542,285,3,0.2221128,0.019184038694074968,0.65,0.64415,991,0.65,4,456
252,1,1,827,0,4,164,5,4,173,0,1,0,668,327,0.668,565,262,2,0.21876400000000001,0.01889480048367594,0.65,0.64415,991,0.65,5,456
253,1,1,827,1,3,164,5,3,173,1,0,1,629,366,0.629,533,294,2,0.22342320000000004,0.01929721886336155,0.65,0.6448,992,0.65,5,457
254,1,1,829,1,2,163,5,2,171,0,0,1,659,336,0.659,564,265,1,0.21963760000000004,0.018924487334137517,0.65,0.6454500000000001,993,0.65,5,457
255,1,1,831,1,2,161,5,2,169,0,0,0,641,354,0.641,538,293,2,0.22415120000000005,0.019266907340553554,0.65,0.6454500000000001,993,0.65,5,457
256,1,1,831,0,3,161,5,3,169,0,0,0,613,382,0.613,512,319,2,0.22793680000000005,0.01959229843561974,0.65,0.6448,992,0.65,5,457
257,1,1,831,0,3,161,5,3,169,0,0,0,586,409,0.586,490,341,0,0.23114,0.0198676293622142,0.65,0.6448,992,0.65,5,457
258,1,1,832,0,3,160,5,3,168,0,0,0,613,382,0.613,522,310,1,0.2268448,0.019475000000000003,0.65,0.6448,992,0.65,5,457
259,1,1,833,0,3,159,5,3,167,0,0,0,599,396,0.599,500,333,1,0.230412,0.019757503001200483,0.65,0.6448,992,0.65,5,457
260,1,1,831,2,2,160,5,2,169,2,0,1,592,403,0.592,489,342,1,0.23128559999999998,0.01988014440433213,0.65,0.6454500000000001,993,0.65,5,459
261,1,1,832,2,1,160,5,1,168,0,0,1,613,382,0.613,506,326,1,0.22917439999999997,0.019674999999999998,0.65,0.6461,994,0.65,5,459
262,1,1,834,1,2,158,5,2,166,0,0,0,614,381,0.614,511,323,2,0.22917439999999997,0.019627817745803355,0.65,0.6454500000000001,993,0.65,5,459
263,1,1,834,1,3,157,5,3,166,1,0,0,630,365,0.63,523,311,3,0.22742720000000002,0.019478177458033576,0.65,0.6448,992,0.65,5,460
264,1,1,833,1,4,157,5,4,167,1,0,0,622,373,0.622,525,308,3,0.22677199999999997,0.019445378151260503,0.65,0.64415,991,0.65,5,461
265,1,1,834,0,5,156,5,5,166,0,0,0,610,385,0.61,518,316,5,0.2281552,0.01954052757793765,0.65,0.6435,990,0.65,5,461
266,1,1,835,0,5,155,5,5,165,0,0,0,640,355,0.64,540,295,5,0.22531600000000002,0.01927425149700599,0.65,0.6435,990,0.65,5,461
267,1,1,838,0,5,152,5,5,162,0,0,0,605,390,0.605,514,324,3,0.2301936,0.019621002386634844,0.65,0.6435,990,0.65,5,461
268,1,1,839,0,4,152,5,4,161,0,0,1,598,397,0.598,514,325,3,0.23055760000000003,0.019628605482717523,0.65,0.64415,991,0.65,5,461
269,1,1,839,0,4,152,5,4,161,0,0,0,576,419,0.576,491,348,3,0.23390640000000001,0.019913706793802145,0.65,0.64415,991,0.65,5,461
270,1,1,838,1,3,153,5,3,162,1,0,1,638,357,0.638,540,298,1,0.22640800000000005,0.019298329355608594,0.65,0.6448,992,0.65,5,462
271,1,1,838,1,3,153,5,3,162,0,0,0,616,379,0.616,520,318,1,0.22932000000000005,0.019546539379474943,0.65,0.6448,992,0.65,5,462
272,1,1,839,1,3,152,5,3,161,0,0,0,608,387,0.608,517,322,2,0.23012080000000004,0.01959141835518475,0.65,0.6448,992,0.65,5,462
273,1,1,840,1,2,152,5,2,160,0,0,1,613,382,0.613,524,316,0,0.2294656,0.01951238095238095,0.65,0.6454500000000001,993,0.65,5,462
274,1,1,841,1,2,151,5,2,159,0,0,0,660,335,0.66,564,277,0,0.22400559999999997,0.019025445897740783,0.65,0.6454500000000001,993,0.65,5,462
275,1,1,842,0,3,150,5,3,158,0,0,0,640,355,0.64,544,298,1,0.2272816,0.019280760095011878,0.65,0.6448,992,0.65,5,462
276,1,1,843,0,1,151,5,1,157,0,0,2,653,342,0.653,547,296,1,0.22720879999999996,0.019251720047449582,0.65,0.6461,994,0.65,5,462
277,1,1,843,0,1,151,5,1,157,0,0,0,628,367,0.628,535,308,1,0.22895600000000002,0.01939976275207592,0.65,0.6461,994,0.65,5,462
278,1,1,843,0,1,151,5,1,157,0,0,0,659,336,0.659,563,280,1,0.22487920000000003,0.019054329774614475,0.65,0.6461,994,0.65,5,462
279,1,1,844,0,1,150,5,1,156,0,0,0,650,345,0.65,552,292,1,0.22684479999999999,0.019198104265402843,0.65,0.6461,994,0.65,5,462
280,1,1,844,0,1,150,5,1,156,0,0,0,649,346,0.649,554,290,0,0.2265536,0.01917345971563981,0.65,0.6461,994,0.65,5,462
281,1,1,846,0,1,148,5,1,154,0,0,0,646,349,0.646,549,297,1,0.2280096,0.019251063829787234,0.65,0.6461,994,0.65,5,462
282,1,1,847,1,1,146,5,1,153,1,0,0,666,329,0.666,561,286,1,0.2266264,0.019111688311688312,0.65,0.6461,994,0.65,5,463
283,1,1,846,2,1,146,5,1,154,1,0,0,639,356,0.639,543,303,1,0.2288832,0.01932482269503546,0.65,0.6461,994,0.65,5,464
284,1,1,846,1,2,146,5,2,154,0,0,0,652,343,0.652,559,287,2,0.22655360000000005,0.01912813238770686,0.65,0.6454500000000001,993,0.65,5,464
285,1,1,849,1,2,143,5,2,151,0,0,0,638,357,0.638,544,305,2,0.22982960000000002,0.01933616018845701,0.65,0.6454500000000001,993,0.65,5,464
286,1,1,849,2,2,142,5,2,151,1,0,0,618,377,0.618,525,324,1,0.23259600000000002,0.019568904593639577,0.65,0.6454500000000001,993,0.65,5,465
287,1,1,848,2,2,143,5,2,152,1,0,1,608,387,0.608,524,324,1,0.2323776,0.019573584905660378,0.65,0.6454500000000001,993,0.65,5,466
288,1,1,850,2,2,141,5,2,150,0,0,0,643,352,0.643,559,291,1,0.22800960000000006,0.019160470588235296,0.65,0.6454500000000001,993,0.65,5,466
289,1,1,850,2,2,141,5,2,150,0,0,0,631,364,0.631,546,304,1,0.22990240000000003,0.019319529411764708,0.65,0.6454500000000001,993,0.65,5,466
290,1,1,849,1,4,141,5,4,151,1,0,0,631,364,0.631,539,310,3,0.23055760000000003,0.019397408716136634,0.65,0.64415,991,0.65,5,467
291,1,1,853,1,4,137,5,4,147,0,0,0,603,392,0.603,511,342,2,0.2360904,0.01976975381008206,0.65,0.64415,991,0.65,5,467
292,1,1,855,1,4,135,5,4,145,0,0,0,598,397,0.598,510,345,2,0.236964,0.019796491228070177,0.65,0.64415,991,0.65,5,467
293,1,1,855,1,4,135,5,4,145,0,0,0,592,403,0.592,506,349,1,0.23754640000000005,0.01984514619883041,0.65,0.64415,991,0.65,5,467
294,1,1,856,0,5,134,5,5,144,0,0,0,615,380,0.615,523,333,4,0.2354352,0.019645794392523366,0.65,0.6435,990,0.65,5,467
295,1,1,858,0,5,132,5,5,142,0,0,0,628,367,0.628,539,319,4,0.2338336,0.019466666666666667,0.65,0.6435,990,0.65,5,467
296,1,1,858,1,4,131,6,4,142,1,1,0,598,396,0.598,512,346,3,0.23776480000000003,0.019793939393939395,0.65,0.6435,990,0.65,6,468
297,1,1,860,0,5,129,6,5,140,0,0,0,603,391,0.603,521,339,4,0.23718240000000002,0.01969953488372093,0.65,0.64285,989,0.65,6,468
298,1,1,860,0,5,129,6,5,140,0,0,0,617,377,0.617,527,333,4,0.2363088,0.019626976744186047,0.65,0.64285,989,0.65,6,468
299,1,1,860,0,4,130,6,4,140,0,0,1,559,435,0.559,484,376,2,0.2425696,0.020146976744186047,0.65,0.6435,990,0.65,6,468
300,1,1,860,0,4,130,6,4,140,0,0,0,589,405,0.589,518,342,3,0.2376192,0.019735813953488373,0.65,0.6435,990,0.65,6,468
301,1,1,860,0,4,130,6,4,140,0,0,0,596,398,0.596,517,343,3,0.23776480000000005,0.01974790697674419,0.65,0.6435,990,0.65,6,468
302,1,1,861,0,3,130,6,3,139,0,0,1,594,400,0.594,508,353,3,0.23943920000000002,0.019863879210220675,0.65,0.64415,991,0.65,6,468
303,1,1,861,0,2,131,6,2,139,0,0,1,616,378,0.616,536,325,2,0.2353624,0.01952566782810685,0.65,0.6448,992,0.65,6,468
304,1,1,863,0,2,129,6,2,137,0,0,0,614,380,0.614,544,319,0,0.23492559999999998,0.019444264194669755,0.65,0.6448,992,0.65,6,468
305,1,1,864,0,2,128,6,2,136,0,0,0,601,393,0.601,534,330,1,0.23674560000000006,0.019572222222222227,0.65,0.6448,992,0.65,6,468
306,1,1,864,0,2,128,6,2,136,0,0,0,654,340,0.654,569,295,1,0.23164960000000004,0.01915092592592593,0.65,0.6448,992,0.65,6,468
307,1,1,865,0,1,128,6,1,135,0,0,1,602,392,0.602,524,341,1,0.23856560000000002,0.019699884393063586,0.65,0.6454500000000001,993,0.65,6,468
308,1,1,867,0,1,126,6,1,133,0,0,0,600,394,0.6,528,339,0,0.23871120000000004,0.01966643598615917,0.65,0.6454500000000001,993,0.65,6,468
309,1,1,867,0,1,126,6,1,133,0,0,0,604,390,0.604,535,332,0,0.23769200000000007,0.01958246828143022,0.65,0.6454500000000001,993,0.65,6,468
310,1,1,868,0,1,125,6,1,132,0,0,0,621,373,0.621,543,325,0,0.2368912,0.01949400921658986,0.65,0.6454500000000001,993,0.65,6,468
311,1,1,869,0,1,124,6,1,131,0,0,0,603,391,0.603,534,335,1,0.23856559999999996,0.019609205983889526,0.65,0.6454500000000001,993,0.65,6,468
312,1,1,869,0,1,124,6,1,131,0,0,0,578,416,0.578,511,358,1,0.2419144,0.01988446490218642,0.65,0.6454500000000001,993,0.65,6,468
313,1,1,870,0,0,124,6,0,130,0,0,1,588,406,0.588,515,355,0,0.24169600000000008,0.019843678160919545,0.65,0.6461,994,0.65,6,468
